variety,brix_numeric,firmness_numeric,starch_numeric,size_numeric,season_numeric,routing,variety_base_price,storage_days,price_per_lb,economic_loss
Red Delicious,11.516467630232166,2.7521887199880086,9.001579022186437,3.269985659781119,4,juice,1.25,7.710952165494716,0.06,1.19
Granny Smith,11.625329566979424,3.7147587355866056,16.48132716213325,2.880826854743339,4,fresh_standard,1.75,0.06203021661939663,1.75,0.0
Granny Smith,10.3542151515827,3.8108812621588353,15.38991654299726,3.379788453323502,4,fresh_standard,1.75,3.389910853962133,1.75,0.0
Cortland,11.397761714446336,2.7227865599259737,11.802971702201498,2.1363737182671687,3,juice,1.5,5.330618237643874,0.06,1.44
Pink Lady,14.34958657238271,3.6313955377208784,14.096424077721112,3.2147496981884114,5,fresh_standard,3.0,1.0993725004065542,1.75,0.0
Gala,12.695649826093112,3.0363323579700285,11.76871007704827,3.3012149700900064,3,fresh_standard,1.75,2.764078463965971,1.75,0.0
McIntosh,11.508671814434006,2.655159363731968,,2.6136128591417274,3,juice,1.5,2.0267678769223476,0.06,1.44
Gala,13.835304928824613,3.0023408174853152,12.042898048333761,4.0089045276,3,fresh_standard,1.75,18.33257182239636,1.75,0.0
Golden Delicious,14.157604032168123,2.927875029310277,10.94906712524488,3.899221361019698,4,fresh_standard,1.5,17.834433939625093,1.75,0.0
Gala,12.830006671283488,2.8734921116223813,11.024313542954774,3.322946051457256,3,fresh_standard,1.75,7.500931924870726,1.75,0.0
Honeycrisp,15.134915786336322,3.7323355144247126,12.81790588882854,4.161359280169044,3,fresh_premium,3.24,1.2855621349335253,2.8,0.0
Jazz,15.403590028337126,3.665595728454038,12.58564407340193,3.57473977289535,4,fresh_premium,3.0,5.274715511697289,2.8,0.0
Honeycrisp,15.177289333174537,3.6845680584788543,12.946943541561131,3.7371224891596193,3,fresh_premium,3.24,2.909366218823972,2.8,0.0
Empire,12.114683742709815,3.289815477800279,10.317040468054818,3.6784772318706898,3,fresh_standard,1.75,11.074853073391695,1.75,0.0
Gala,13.043744928054508,2.8902952290565747,11.693048335905436,2.832819784535502,3,fresh_standard,1.75,8.500518592211519,1.75,0.0
Gala,11.809063981798472,2.975369195478441,12.178907978969395,3.6143813547590145,3,fresh_standard,1.75,1.5890420412443287,1.75,0.0
Cameo,14.534181224842213,3.3402688461294834,11.079115013125227,3.4149454675834767,4,fresh_standard,2.15,15.074043853476805,1.75,0.0
Red Delicious,12.000620210126426,3.031167064146901,10.229806029133872,4.224267651483529,4,fresh_standard,1.25,0.09243487327556363,1.75,0.0
Fuji,15.276443380368692,3.868062096984774,12.316450282383107,4.153261792530003,4,fresh_premium,2.0,6.134464923290347,2.8,0.0
Pink Lady,13.300908964548045,3.523504256154494,14.74650358325868,4.8747883715934694,5,fresh_standard,3.0,13.117455241928113,1.75,0.0
Honeycrisp,14.387192741639602,3.567549940880964,13.156560281992348,4.579055436750034,3,fresh_premium,3.24,5.050801312991798,2.8,0.0
Gala,12.646306436524815,2.882264724494784,11.96607939511778,4.5551722905170795,3,fresh_standard,1.75,8.985494937326825,1.75,0.0
Honeycrisp,14.764390822047421,3.673059465568615,13.274859802996414,4.116024968678818,3,fresh_premium,3.24,10.240840510758066,2.8,0.0
Braeburn,13.881486059100993,3.5521309928042997,13.019938469469038,3.996341664594454,4,fresh_premium,1.85,2.6551303740195493,2.8,0.0
Honeycrisp,15.324324275790705,3.573444020350432,12.074696377498428,3.6614191442439443,3,fresh_premium,3.24,2.9873545435139577,2.8,0.0
Gala,13.8143784522001,2.860204552183763,12.677994655436022,2.848909684065321,3,fresh_standard,1.75,5.2965430609138275,1.75,0.0
Gala,12.785709471592389,3.1568479708337933,12.409742020086764,3.789119637031095,3,fresh_standard,1.75,3.750978791544164,1.75,0.0
Cameo,13.847480675817872,3.62626022801127,12.132645760333064,3.392449384785853,4,fresh_standard,2.15,5.66985268967653,1.75,0.0
McIntosh,12.2997797269424,2.5,10.632067004604137,3.3218144617610386,3,juice,1.5,20.67952405115221,0.06,1.44
Gala,12.303645249701137,2.9890149814817373,12.465398101180561,4.956029891807313,3,fresh_standard,1.75,6.065371787904519,1.75,0.0
Empire,13.824458157353614,3.3528132834266793,11.278772842908197,3.4362835459761483,3,fresh_standard,1.75,9.091081386049115,1.75,0.0
Pink Lady,14.945254946070627,3.7371317842074463,15.33518677112717,4.159890967071268,5,fresh_standard,3.0,4.384992348104207,1.75,0.0
Jazz,14.66874296290479,3.7979831776980046,,4.19733576491149,4,fresh_premium,3.0,8.86172282531739,2.8,0.0
Ambrosia,14.040622499434642,3.654818410632347,11.091297491004767,3.0590754772511803,4,fresh_standard,2.5,3.402469648986117,1.75,0.0
Fuji,15.149228947040191,3.7197784522005013,13.244476966564056,3.8001442816619417,4,fresh_premium,2.0,18.71609563899172,2.8,0.0
Ambrosia,15.832417121037505,3.3615229134178684,12.547759311460313,3.894434880586153,4,fresh_standard,2.5,11.656314385193248,1.75,0.0
Braeburn,13.218739172371,3.5263362052395264,14.030384452276428,3.5301366194994084,4,fresh_standard,1.85,14.443285838790793,1.75,0.0
Braeburn,13.968482537657744,3.4498146538596703,13.537723089958014,4.120328632954525,4,fresh_premium,1.85,6.965513000185243,2.8,0.0
Braeburn,12.617680133624276,3.7154765706268877,13.40235046457776,3.589673653797986,4,fresh_standard,1.85,8.103459938958355,1.75,0.0
Cameo,13.336580944353347,3.400314055044369,11.420552355803723,2.8692679821304985,4,fresh_standard,2.15,28.70159424084981,1.75,0.0
Golden Delicious,13.317638351991908,3.147264447486512,10.140137391442378,2.98629809560295,4,fresh_standard,1.5,5.578156560250175,1.75,0.0
Empire,12.50402631450894,3.351494683559593,,5.0,3,fresh_standard,1.75,4.949136369817238,1.75,0.0
Jazz,15.614329601421698,3.7639075951410663,13.01672109383256,3.9031702703601407,4,fresh_premium,3.0,6.685934921037368,2.8,0.0
Empire,14.209678745846231,3.236472238094802,10.885471855412916,2.038812600930267,3,fresh_standard,1.75,10.898538382002938,1.75,0.0
Cortland,12.325422223046322,2.577576398738369,11.889969571111687,1.595649682151432,3,juice,1.5,16.24782666674772,0.06,1.44
Ambrosia,15.579646736876963,3.534746285344858,,3.9343715164538478,4,fresh_premium,2.5,6.647340822689206,2.8,0.0
Red Delicious,11.724358795816945,2.8900378316475637,9.187314905214949,3.937448114619076,4,juice,1.25,3.8034635323811745,0.06,1.19
Fuji,16.213004487551043,3.980152746131935,14.986706701472063,3.453667372866173,4,fresh_standard,2.0,0.22822985930000828,1.75,0.0
Red Delicious,11.481649191208959,3.100728669934418,9.175149125972476,2.8743801372442337,4,juice,1.25,0.023502335038611544,0.06,1.19
Cortland,11.841755673591432,2.637484119821505,11.130144566073387,2.7477869328669953,3,juice,1.5,6.3631778423913055,0.06,1.44
Gala,12.862590966188023,3.1401029891741237,11.506203078359217,3.549197333848136,3,fresh_standard,1.75,1.0644789199031333,1.75,0.0
Red Delicious,12.353054624225658,2.9724043263181814,10.829232909030383,4.273120294210243,4,juice,1.25,11.412581107222962,0.06,1.19
Honeycrisp,15.003016773092003,3.6895828776273554,13.95170415892507,3.296268112811722,3,fresh_standard,3.24,4.241393157948052,1.75,0.0
Gala,13.874093490768404,3.0695821821352225,11.469946809991905,2.706525225953858,3,fresh_standard,1.75,8.35127170803246,1.75,0.0
Fuji,16.36021734630807,3.8611614064876307,12.530690852471952,4.00444068927773,4,fresh_premium,2.0,7.996899071899204,2.8,0.0
Golden Delicious,15.01200362207824,2.851740766090643,10.891773239719615,2.922409392848614,4,fresh_standard,1.5,27.51422970318241,1.75,0.0
Honeycrisp,14.164683752495337,3.779456467249723,13.245780951638,3.588889802216784,3,fresh_premium,3.24,0.7889530497623504,2.8,0.0
Ambrosia,14.652226919988442,3.504629017156457,11.015328065298451,4.459577086805001,4,fresh_premium,2.5,3.6001372482894665,2.8,0.0
Granny Smith,11.916013076333616,3.298383835240055,15.524816752978603,3.4176134205266724,4,fresh_standard,1.75,46.34101755230337,1.75,0.0
Cosmic Crisp,15.741635024610085,3.7992668651264374,11.39484053449368,3.3103403859927365,4,fresh_standard,2.93,5.554417901100342,1.75,0.0
Honeycrisp,14.551210954179064,3.4689986508325057,13.036659304727474,4.058663691654391,3,fresh_premium,3.24,19.11770111308484,2.8,0.0
Cameo,14.938370714851855,3.4371659415617346,12.5326081422378,3.1030751344908247,4,fresh_standard,2.15,2.0165745245608653,1.75,0.0
Honeycrisp,15.576437564205072,3.554067763042981,12.187963879681739,3.392905693606134,3,fresh_standard,3.24,15.308717377197016,1.75,0.0
Pink Lady,13.69229282184834,3.463431742000455,15.524570269553232,4.220237368980199,5,fresh_standard,3.0,7.320123220255348,1.75,0.0
Cortland,11.16493099670712,2.6713061771423634,11.175406456682953,2.2607497541271475,3,juice,1.5,5.558335484902193,0.06,1.44
Pink Lady,14.563128763306155,3.685399545872883,15.998827451541333,4.459158303001156,5,fresh_standard,3.0,1.374181241365831,1.75,0.0
Gala,12.615097158834246,3.0160384582128996,12.754940093308964,3.1087466668441635,3,fresh_standard,1.75,8.287569932812717,1.75,0.0
Ambrosia,16.06058157978353,3.4524880876438337,11.229865994119134,4.254362511614967,4,fresh_premium,2.5,10.1308338299682,2.8,0.0
Fuji,15.356088907559204,3.8935541750595903,,2.7244247917086426,4,fresh_standard,2.0,7.36842092695799,1.75,0.0
Golden Delicious,14.278271056775576,2.902883683362275,10.845373239314851,4.210553987117704,4,fresh_standard,1.5,14.955070210020512,1.75,0.0
Cameo,14.10826332817947,3.4389571680743924,12.685109002930362,2.9163412899439995,4,fresh_standard,2.15,3.033662508402645,1.75,0.0
Gala,13.253451038447393,3.1297365546722244,12.092860632155695,3.8293303011904185,3,fresh_standard,1.75,2.6398921839175493,1.75,0.0
Jazz,13.941835849209706,3.7925364806386406,12.086347471594024,4.389180538083319,4,fresh_premium,3.0,0.5874702682483747,2.8,0.0
Fuji,15.988832944934439,3.7413461097238554,13.435473210321568,2.746918776815963,4,fresh_standard,2.0,16.027393001009113,1.75,0.0
Granny Smith,11.717186835382458,3.7540174109031836,16.155226161274268,2.842688366692663,4,fresh_standard,1.75,1.8688697637845186,1.75,0.0
Jazz,14.13691956622972,3.8123836205701016,12.48138542366501,3.781270849838295,4,fresh_premium,3.0,5.615170164185904,2.8,0.0
Cameo,14.100337615179061,3.3277122617928976,12.734304302002244,3.1330197579832646,4,fresh_standard,2.15,13.405393143708233,1.75,0.0
Cameo,13.378375328488609,3.320667204676275,11.252928490807143,4.2968341333921805,4,fresh_standard,2.15,9.503694885311887,1.75,0.0
Empire,12.05272851102317,3.3077412255270393,10.98556269172991,3.5567726268016147,3,fresh_standard,1.75,5.183866773879795,1.75,0.0
Pink Lady,13.731361621761556,3.538124901262659,14.75957156035846,3.663254687878066,5,fresh_standard,3.0,2.2431134374225796,1.75,0.0
Ambrosia,14.53567817337817,3.6756017911680847,11.208449605616696,3.950705933857869,4,fresh_premium,2.5,1.7438307385113085,2.8,0.0
Fuji,17.588014633282622,3.9350261603841896,13.974306654169476,3.123611932429218,4,fresh_standard,2.0,3.1356287101083273,1.75,0.0
Gala,13.334456418171728,2.9180602153698447,12.940514219452114,4.246807748442072,3,fresh_standard,1.75,4.469542425253329,1.75,0.0
Cameo,13.994731070265,3.5488170764016003,12.623935484781603,2.9861908890312776,4,fresh_standard,2.15,8.13529418461669,1.75,0.0
McIntosh,11.877150701460346,2.5,9.389587605287854,1.874418030316809,3,juice,1.5,37.305416983991,0.06,1.44
Gala,12.319237791672396,3.0260219876909096,11.816303381733396,3.8592766337371462,3,fresh_standard,1.75,2.605414369764079,1.75,0.0
Jazz,15.644331487345726,3.6739522674867624,13.8561672806521,3.9329914166635414,4,fresh_premium,3.0,0.24489191270530317,2.8,0.0
Honeycrisp,13.997578434181388,3.507212439638457,13.734144637160208,4.652739403577165,3,fresh_premium,3.24,12.176653477978764,2.8,0.0
Fuji,15.284536370344076,3.8939405112607637,12.175695915853602,2.8692140530163934,4,fresh_standard,2.0,6.94306487157894,1.75,0.0
Granny Smith,10.424625657163881,3.448900383040296,15.238420885681148,2.581723154153974,4,fresh_standard,1.75,37.92311305678069,1.75,0.0
Empire,12.860786356250138,3.330217382998802,10.107153119214816,3.2864155493685003,3,fresh_standard,1.75,0.2500739225655671,1.75,0.0
Honeycrisp,15.581883716110173,3.4995822495977555,13.429191845400124,4.200855861049471,3,fresh_premium,3.24,11.724574340125422,2.8,0.0
Gala,12.37028252115041,2.8080445442334443,12.473070456669586,4.03823971813228,3,fresh_standard,1.75,19.1424865486714,1.75,0.0
Gala,12.8491016780178,2.9116463292785895,12.713074447495854,3.204126306560137,3,fresh_standard,1.75,2.863612599209348,1.75,0.0
Gala,12.215872671522009,3.168287025364216,12.446895635700002,4.519974424745828,3,fresh_standard,1.75,2.363642352748415,1.75,0.0
Gala,12.687596531095364,2.987989215262706,12.10541415143709,3.605126851345107,3,fresh_standard,1.75,8.287271860742521,1.75,0.0
Granny Smith,11.064938699093329,3.700952512348587,15.068862617146628,2.5606111810366423,4,fresh_standard,1.75,2.453737461825311,1.75,0.0
Braeburn,13.365566460632113,3.5645946534509982,13.160126805057931,3.9624501257712725,4,fresh_standard,1.85,7.498860593177868,1.75,0.0
Granny Smith,10.45117208744726,3.667025102328792,16.798497836578406,3.403621328284703,4,fresh_standard,1.75,4.882290358062499,1.75,0.0
Honeycrisp,16.11828034288705,3.704815500029103,13.28483855641263,4.676936187082706,3,fresh_premium,3.24,3.9674923023198265,2.8,0.0
Gala,11.862535284157524,2.874822275550667,12.501879596726637,2.8916624286244774,3,fresh_standard,1.75,6.072851152877793,1.75,0.0
Golden Delicious,13.414679053723123,2.9613619940015146,10.141393216368732,3.1541482541990935,4,fresh_standard,1.5,6.792101743118284,1.75,0.0
Gala,13.549242506836448,2.878503033706684,12.765987649659547,4.2649250247672335,3,fresh_standard,1.75,27.80060267792967,1.75,0.0
Golden Delicious,14.725434708923956,3.143557330232756,10.288624087374963,3.381082594172168,4,fresh_standard,1.5,2.729184732281616,1.75,0.0
Braeburn,12.571797483638685,3.2264251707557663,14.442898314219144,3.7355804693905807,4,fresh_standard,1.85,27.5782178131858,1.75,0.0
Golden Delicious,13.331902362958415,2.876244276711209,10.516600858255185,3.511606442487053,4,fresh_standard,1.5,23.63521270206953,1.75,0.0
Gala,11.85825618517747,2.838137622938654,12.865421016265522,2.794643236625089,3,fresh_standard,1.75,8.539912195648272,1.75,0.0
Gala,11.91224776048222,2.8479519784379224,12.95705093677828,3.086163335561496,3,fresh_standard,1.75,18.635004918520302,1.75,0.0
Cortland,10.90310842898267,2.717210205445186,11.281420449454442,3.2952131502601336,3,juice,1.5,24.030180848313275,0.06,1.44
Red Delicious,11.442155627787663,2.9260724946338876,10.524065442078102,3.2060806859185034,4,juice,1.25,5.010133362853076,0.06,1.19
Ambrosia,15.48252908257323,3.465020028428115,12.024727555091582,4.705466189873135,4,fresh_premium,2.5,4.910013626300815,2.8,0.0
Pink Lady,13.636252611401495,3.5904196896428258,14.682495655252312,4.154910355113514,5,fresh_standard,3.0,4.2705376148545415,1.75,0.0
Cortland,11.870838296233819,2.822374485383218,10.832434062064628,2.2821975950709943,3,juice,1.5,3.9140770685711668,0.06,1.44
Golden Delicious,14.170056610131773,3.1789707027725327,10.896170974566154,2.8723273489624974,4,fresh_standard,1.5,6.793036956154765,1.75,0.0
McIntosh,12.737148757465295,2.6232778152861265,9.641870876638881,2.320223262817843,3,juice,1.5,0.8948667746268846,0.06,1.44
Fuji,14.84640355117171,3.7855277786899455,12.403728801312322,3.5468858377817885,4,fresh_premium,2.0,13.558481556585807,2.8,0.0
Fuji,15.369382995049149,3.7570537195666587,14.339462652030203,2.6684072345606014,4,fresh_standard,2.0,15.90830162721796,1.75,0.0
Gala,12.873929209056827,2.9637256799388694,12.67698366768605,4.034148500501905,3,fresh_standard,1.75,5.423288036950722,1.75,0.0
Granny Smith,12.139615975222004,3.9139694487716428,16.537494262725026,4.187618086485239,4,fresh_standard,1.75,7.621190833944656,1.75,0.0
Cameo,14.022834683884486,3.5978943305685465,12.081531262601086,4.513513360191007,4,fresh_premium,2.15,4.411801175497202,2.8,0.0
Granny Smith,10.623022140570145,3.570710085020688,15.15943014637457,3.7878962212201,4,fresh_standard,1.75,22.59101755380312,1.75,0.0
Gala,12.091640062344165,2.981069666627571,11.868041945417518,3.7779108771605507,3,fresh_standard,1.75,4.390008191711649,1.75,0.0
Pink Lady,14.515871689581985,3.3930941705480815,14.213186060615982,4.089947075576739,5,fresh_standard,3.0,11.790725753198146,1.75,0.0
Cosmic Crisp,14.072005581903088,3.722971030548463,11.888532978226868,3.7411943504819143,4,fresh_premium,2.93,11.831322380365739,2.8,0.0
Cosmic Crisp,15.826990893831175,3.8629714321419795,11.464449772819123,3.714626853125262,4,fresh_premium,2.93,9.699961904748347,2.8,0.0
Honeycrisp,15.50633526829784,3.4134808387243973,13.108708105022801,4.048838049274416,3,fresh_premium,3.24,20.681346984880907,2.8,0.0
Cosmic Crisp,14.738854323294516,3.8114071212341893,11.330073349092512,3.768862355647479,4,fresh_premium,2.93,4.274181339452152,2.8,0.0
Gala,12.62160850878519,3.111989269462417,12.165852113608526,3.0594957207329028,3,fresh_standard,1.75,3.1274304839958234,1.75,0.0
Jazz,14.703115160534615,3.3911476903277227,13.969339479049017,4.512031262905731,4,fresh_standard,3.0,31.376327859603244,1.75,0.0
Fuji,17.599150093166852,3.8390144971065063,12.186110290886344,3.4711468956015366,4,fresh_standard,2.0,10.362533857365595,1.75,0.0
Cortland,11.400966011217788,2.883500706884007,11.285666781631477,3.3785163626142296,3,juice,1.5,4.9122147493741295,0.06,1.44
Golden Delicious,13.983869377181449,3.1354240633970014,11.592781445239417,2.633837442698141,4,fresh_standard,1.5,6.771321564776775,1.75,0.0
Pink Lady,14.461220653081533,3.7198554736301808,14.64917165980054,4.061148751516142,5,fresh_standard,3.0,7.613356325747317,1.75,0.0
Cortland,11.344804616006993,2.511386880334556,10.030529679292059,1.880254796213851,3,juice,1.5,22.771030367614312,0.06,1.44
Gala,12.922010288364383,3.0084231605867275,12.893467457846791,3.1253927661720655,3,fresh_standard,1.75,4.083879505710341,1.75,0.0
Cosmic Crisp,15.787237644179738,3.7835294323942064,11.037835410565675,4.627878062786761,4,fresh_premium,2.93,15.966501337527326,2.8,0.0
Fuji,18.256768452943657,3.953388708898388,13.74939065729875,3.4451602654945312,4,fresh_standard,2.0,1.4864537055384224,1.75,0.0
Granny Smith,10.0,3.850458610236897,,2.971547546238362,4,fresh_standard,1.75,4.8534602614303335,1.75,0.0
Granny Smith,10.638298763065114,3.7608251428004955,15.17341313519128,2.8458749559203422,4,fresh_standard,1.75,2.220109678489743,1.75,0.0
Red Delicious,12.333011369615338,2.593335039582632,10.971048266510437,3.6972195088703472,4,juice,1.25,21.62186369450245,0.06,1.19
Pink Lady,14.358060086761032,3.4392697562476,14.011517320996242,3.7852972294373735,5,fresh_standard,3.0,10.523320404102641,1.75,0.0
Ambrosia,15.156673982930878,3.605243118038166,11.86085482064198,3.5544038872923562,4,fresh_premium,2.5,2.457631492242483,2.8,0.0
Pink Lady,13.495319305960603,3.5245377052321336,15.737809968957436,4.379464294893382,5,fresh_standard,3.0,2.6389666294128884,1.75,0.0
Cortland,11.50946951474106,2.732157162382799,11.991208403607011,2.096120114225152,3,juice,1.5,0.6945054687922771,0.06,1.44
Granny Smith,11.085128403894966,3.832633561518254,15.199159427080058,3.8159220102033844,4,fresh_standard,1.75,2.797076890024286,1.75,0.0
Fuji,14.716909550315938,3.907369124686982,13.13351764118156,3.9893006134665576,4,fresh_premium,2.0,5.5768407917843135,2.8,0.0
Granny Smith,11.062154473161971,3.833457620554821,16.533191889424103,4.142219096137958,4,fresh_standard,1.75,8.59175562493918,1.75,0.0
Honeycrisp,14.243178250114353,3.652808790704113,12.587183688528986,4.549388425993595,3,fresh_premium,3.24,0.29205021432094685,2.8,0.0
Jazz,14.446989197443479,3.583767285596867,12.57181357847832,4.112342362875943,4,fresh_premium,3.0,6.128341464824549,2.8,0.0
Jazz,14.187298882699542,3.490873940668098,12.92107899454828,5.0,4,fresh_premium,3.0,13.075136013150379,2.8,0.0
Golden Delicious,14.325008773379064,3.174485589990213,11.734023213821201,2.7866219482790227,4,fresh_standard,1.5,1.3540414572486228,1.75,0.0
Red Delicious,11.02216047033686,2.8682846805300657,10.762210296713132,3.0278460323998657,4,juice,1.25,0.3251746873053621,0.06,1.19
Honeycrisp,14.449720285850571,3.551072481427327,13.620226789358362,4.406754818000319,3,fresh_premium,3.24,9.683989670606795,2.8,0.0
Cameo,15.020942245440466,3.159275782737787,11.596300712553111,3.20482585707831,4,fresh_standard,2.15,31.947730440716246,1.75,0.0
Gala,13.394319824441352,3.0159701891543635,11.495119540559774,4.041366304271988,3,fresh_standard,1.75,9.781621077519032,1.75,0.0
Ambrosia,15.787074177900472,3.362885103816974,12.214179157437508,3.887572009095961,4,fresh_standard,2.5,7.0411736947070205,1.75,0.0
Red Delicious,11.48642164888504,2.6163217628468023,10.054912927443464,2.694808468140726,4,juice,1.25,21.256997646218885,0.06,1.19
Pink Lady,14.929627102601655,3.6748326205699984,15.390934413379725,4.020295845601941,5,fresh_standard,3.0,11.07109150569736,1.75,0.0
Honeycrisp,15.602444509972598,3.5972654554616703,12.877942841411272,4.42882981160101,3,fresh_premium,3.24,2.1355098099509506,2.8,0.0
Gala,12.371120482569317,3.1014122564659647,12.40233972318052,4.366179202081288,3,fresh_standard,1.75,8.596797985106654,1.75,0.0
Ambrosia,15.6822210343647,3.4420805956466776,11.553628615582612,4.0464224505705575,4,fresh_premium,2.5,4.934473296916218,2.8,0.0
McIntosh,12.58111527284899,2.6333143148468934,10.590145762362328,3.1034944053630547,3,juice,1.5,10.703713614170391,0.06,1.44
Jazz,14.802849901940597,3.8252509686035014,13.874776132994239,4.296263474600591,4,fresh_premium,3.0,0.7145090750853228,2.8,0.0
Fuji,17.519669308936248,3.807048641866951,14.203097029476655,4.740743802898131,4,fresh_standard,2.0,11.474049609572319,1.75,0.0
Granny Smith,10.075902262120177,3.6696701569984205,16.20642612419901,3.507697186126211,4,fresh_standard,1.75,4.277904065455159,1.75,0.0
Granny Smith,11.391610219632678,3.697172300492649,15.090302728824584,3.2271231695733844,4,fresh_standard,1.75,7.8479562756010175,1.75,0.0
Fuji,17.54842795127658,3.75571594201174,13.59561529951505,3.1806988621236862,4,fresh_standard,2.0,22.689052644308823,1.75,0.0
Granny Smith,10.526261799330399,3.5502743775617995,15.032056312910246,3.21355357628432,4,fresh_standard,1.75,34.03226264506965,1.75,0.0
Gala,12.228596975792259,3.1054129196129505,12.34574333719616,3.105299267688718,3,fresh_standard,1.75,3.659513629547137,1.75,0.0
Honeycrisp,15.294679120529448,3.592246840379469,12.573082504256568,3.9938766135765427,3,fresh_premium,3.24,1.5908187931483597,2.8,0.0
Honeycrisp,15.887368330889824,3.659631062638159,12.32586885416286,3.765412173947648,3,fresh_premium,3.24,3.8872476125613575,2.8,0.0
Cosmic Crisp,13.816597934583722,3.8865243424929266,10.150275563471617,4.11710736626826,4,fresh_premium,2.93,3.0083969701011704,2.8,0.0
Jazz,15.239758599000194,3.5863270994944267,13.456981354323226,4.092275651598518,4,fresh_premium,3.0,1.7305443076039948,2.8,0.0
Cameo,14.803313496430096,3.441913231155477,12.062679906473218,3.280855413506092,4,fresh_standard,2.15,2.7001653949492783,1.75,0.0
Ambrosia,15.846003797299009,3.4170333791323926,11.392195425476785,3.56691257589275,4,fresh_premium,2.5,1.674073799118866,2.8,0.0
Golden Delicious,14.491764652932957,2.7422818265404554,11.463745474573003,4.1634998397768275,4,juice,1.5,30.01332397244468,0.06,1.44
Braeburn,13.388621573445516,3.78682398712861,14.12428950765517,3.93736471674227,4,fresh_standard,1.85,0.370175202151218,1.75,0.0
Ambrosia,15.173998850718757,3.591452948948964,12.605171359159625,4.1443468146399285,4,fresh_premium,2.5,3.1505010670516898,2.8,0.0
Cortland,11.92960086131392,2.7354138260621927,10.659949790580553,3.3731450299298533,3,juice,1.5,0.9545013603772751,0.06,1.44
Braeburn,12.834192882391543,3.463411797355236,13.110719633876819,3.4096315912220403,4,fresh_standard,1.85,22.51393726698347,1.75,0.0
Ambrosia,15.308341529344501,3.4661946779147934,11.723706186410277,3.89594157136373,4,fresh_premium,2.5,17.52773551376384,2.8,0.0
